session_id,candidate_name,event_type,timestamp
SESSION_8,Kavya,face_absent,2026-09-14 19:07:58
SESSION_8,Kavya,face_detected,2026-09-14 19:08:37
SESSION_8,Kavya,face_detected,2026-09-14 19:10:59
SESSION_8,Kavya,tab_switched,2026-09-14 19:12:01
SESSION_8,Kavya,face_absent,2026-09-14 19:14:48
SESSION_8,Kavya,face_detected,2026-09-14 19:17:05
SESSION_8,Kavya,focus_loss,2026-09-14 19:20:00
SESSION_8,Kavya,face_absent,2026-09-14 19:21:21
SESSION_8,Kavya,face_detected,2026-09-14 19:23:49
SESSION_9,Ajay,focus_loss,2026-09-14 18:47:02
SESSION_9,Ajay,question_answered,2026-09-14 18:49:07
SESSION_9,Ajay,focus_loss,2026-09-14 18:51:32
SESSION_9,Ajay,face_absent,2026-09-14 18:54:24
SESSION_9,Ajay,tab_switched,2026-09-14 18:55:59
SESSION_9,Ajay,face_detected,2026-09-14 18:57:13
SESSION_9,Ajay,focus_loss,2026-09-14 18:58:00
SESSION_9,Ajay,face_absent,2026-09-14 18:59:28
SESSION_9,Ajay,face_absent,2026-09-14 19:02:05
SESSION_9,Ajay,tab_switched,2026-09-14 19:02:43
SESSION_9,Ajay,question_answered,2026-09-14 19:03:17
SESSION_9,Ajay,face_detected,2026-09-14 19:05:11
SESSION_9,Ajay,focus_loss,2026-09-14 19:06:49
SESSION_9,Ajay,tab_switched,2026-09-14 19:07:40
SESSION_9,Ajay,tab_switched,2026-09-14 19:10:32
SESSION_9,Ajay,face_detected,2026-09-14 19:13:28
SESSION_9,Ajay,question_answered,2026-09-14 19:15:37
SESSION_9,Ajay,tab_switched,2026-09-14 19:17:53
SESSION_9,Ajay,face_absent,2026-09-14 19:20:01
SESSION_9,Ajay,face_absent,2026-09-14 19:20:42
SESSION_10,Meena,question_answered,2026-09-14 18:48:39
SESSION_10,Meena,face_detected,2026-09-14 18:49:25
SESSION_10,Meena,face_detected,2026-09-14 18:49:55
SESSION_10,Meena,tab_switched,2026-09-14 18:50:46
SESSION_10,Meena,tab_switched,2026-09-14 18:52:14
SESSION_10,Meena,tab_switched,2026-09-14 18:53:45
SESSION_10,Meena,focus_loss,2026-09-14 18:56:22
SESSION_10,Meena,face_absent,2026-09-14 18:58:00
SESSION_10,Meena,face_detected,2026-09-14 18:59:32
SESSION_10,Meena,question_answered,2026-09-14 19:00:11
SESSION_10,Meena,face_absent,2026-09-14 19:01:17
SESSION_10,Meena,question_answered,2026-09-14 19:04:07
SESSION_10,Meena,face_detected,2026-09-14 19:05:45
SESSION_10,Meena,question_answered,2026-09-14 19:06:51
SESSION_10,Meena,tab_switched,2026-09-14 19:08:58
SESSION_10,Meena,face_detected,2026-09-14 19:11:33
SESSION_10,Meena,face_absent,2026-09-14 19:13:44
SESSION_10,Meena,face_detected,2026-09-14 19:16:09
SESSION_10,Meena,question_answered,2026-09-14 19:18:48
SESSION_10,Meena,tab_switched,2026-09-14 19:21:42
